Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
11.9696	3	0	1	LastDelay	0.00374267	3742.67	1	1
12.0291	109	0	1	LastDelay	0.965499	965499	1	1
12.0636	109	0	1	LastDelay	0	0	1	0
12.4133	49	0	1	LastDelay	0.211667	211667	1	1
12.6634	70	0	1	LastDelay	0.0117306	11730.6	1	1
12.8927	100	0	1	LastDelay	0.010426	10426	1	1
12.9216	53	0	1	LastDelay	0.00363117	3631.17	1	1
12.9659	3	0	1	LastDelay	0	0	1	0
13.0695	41	0	1	LastDelay	0.0321298	32129.8	1	1
13.0695	109	0	1	LastDelay	0.00593965	5939.65	1	1
13.2017	49	0	1	LastDelay	0	0	1	0
13.5542	83	0	1	LastDelay	0.003306	3306	1	1
13.5699	104	0	1	LastDelay	0.00364132	3641.32	1	1
13.6367	87	0	1	LastDelay	0.003306	3306	1	1
13.6397	58	0	1	LastDelay	0.00271179	2711.79	1	1
13.6516	70	0	1	LastDelay	0	0	1	0
13.8822	100	0	1	LastDelay	0	0	1	0
13.8935	2	0	1	LastDelay	0.0056978	5697.8	1	1
13.918	53	0	1	LastDelay	0	0	1	0
13.9344	27	0	1	LastDelay	0.301011	301011	1	1
13.9344	52	0	1	LastDelay	0.173893	173893	1	1
13.9344	86	0	1	LastDelay	0.695437	695437	1	1
13.9344	91	0	1	LastDelay	0.00380024	3800.24	1	1
13.9484	82	0	1	LastDelay	0.0128297	12829.7	1	1
13.9831	31	0	1	LastDelay	0.00131201	1312.01	1	1
13.9831	35	0	1	LastDelay	0.0063063	6306.3	1	1
14.0374	41	0	1	LastDelay	0	0	1	0
14.0632	14	0	1	LastDelay	0.00309821	3098.21	1	1
14.0632	103	0	1	LastDelay	0.00944915	9449.15	1	1
14.0636	109	0	1	LastDelay	0	0	1	0
14.0697	62	0	1	LastDelay	0.00721085	7210.85	1	1
14.0697	15	0	1	LastDelay	0.0381411	38141.1	1	1
14.1642	96	0	1	LastDelay	0.003306	3306	1	1
14.2389	86	0	1	LastDelay	0	0	1	0
14.2479	40	0	1	LastDelay	0.0114642	11464.2	1	1
14.269	10	0	1	LastDelay	0.00261754	2617.54	1	1
14.269	69	0	1	LastDelay	0.00332019	3320.19	1	1
14.3205	6	0	1	LastDelay	0.0175745	17574.5	1	1
14.3272	95	0	1	LastDelay	0.00166139	1661.39	1	1
14.3369	44	0	1	LastDelay	0.00115268	1152.68	1	1
14.3593	78	0	1	LastDelay	0.00319637	3196.37	1	1
14.4222	75	0	1	LastDelay	0.0042788	4278.8	1	1
14.5509	83	0	1	LastDelay	0	0	1	0
14.5663	104	0	1	LastDelay	0	0	1	0
14.6334	87	0	1	LastDelay	0	0	1	0
14.6334	27	0	1	LastDelay	0	0	1	0
14.637	58	0	1	LastDelay	0	0	1	0
14.6556	70	0	1	LastDelay	0.0039194	3919.4	1	1
14.7319	23	0	1	LastDelay	0.003306	3306	1	1
14.7336	66	0	1	LastDelay	0.003306	3306	1	1
14.7605	52	0	1	LastDelay	0	0	1	0
14.7633	48	0	1	LastDelay	0.003306	3306	1	1
14.7664	45	0	1	LastDelay	0.003306	3306	1	1
14.777	36	0	1	LastDelay	0.00298564	2985.64	1	1
14.788	57	0	1	LastDelay	0.0052711	5271.1	1	1
14.8227	108	0	1	LastDelay	0.00926847	9268.47	1	1
14.8878	2	0	1	LastDelay	0	0	1	0
14.8951	65	0	1	LastDelay	0.009701	9701	1	1
14.9306	91	0	1	LastDelay	0	0	1	0
14.9355	82	0	1	LastDelay	0	0	1	0
14.9473	112	0	1	LastDelay	0.00331942	3319.42	1	1
14.9545	7	0	1	LastDelay	0.00346849	3468.49	1	1
14.9688	3	0	1	LastDelay	0.00296654	2966.54	1	1
14.9767	35	0	1	LastDelay	0	0	1	0
14.9817	31	0	1	LastDelay	0	0	1	0
15.0316	15	0	1	LastDelay	0	0	1	0
15.0501	41	0	1	LastDelay	0.0127325	12732.5	1	1
15.0538	103	0	1	LastDelay	0	0	1	0
15.0601	14	0	1	LastDelay	0	0	1	0
15.0625	62	0	1	LastDelay	0	0	1	0
15.0666	109	0	1	LastDelay	0.00305017	3050.17	1	1
15.1609	96	0	1	LastDelay	0	0	1	0
